id	filename	md5	size	state
fd3f1dc5-31dc-497f-ba25-32339fe791be	93ea1822-8a18-4c09-a0ab-e74225938a59.wxs.aliquot_ensemble_raw.maf.gz	b15c7c886d017652b6fb9b73bd5d7ba7	171477	released
2fc37ae6-c051-46a2-ae95-4db0efbe4a42	1a47b275-62bc-42a1-8543-65caaacf5ed3.wxs.aliquot_ensemble_raw.maf.gz	12e2532d95566abd7aa17f3487a1786e	222947	released
aa677d59-63bb-44bd-a616-a84b06a3fe43	455d27a7-9bca-4f47-86ce-38afccfe9ab5.wxs.aliquot_ensemble_raw.maf.gz	f3f256a6c2ec1381fb7234661778fa78	159070	released
dccb5155-28c5-4e6c-a74c-123fc2ca2918	c7428d58-9e53-472c-8389-a812480e0686.wxs.aliquot_ensemble_raw.maf.gz	c2af728ebf812bbcdfa320d3b5735d11	191692	released
ac7c08a7-d127-4c0f-8a86-e4a962199bca	a1957b5d-d45b-4556-9352-3af184e725f2.wxs.aliquot_ensemble_raw.maf.gz	093740e0e06b66084b9b4a2bf0922c7d	82384	released
118b59c3-30d0-499e-a4f7-c7124c76897d	4da39cd3-7acc-4cc1-b877-1220d09f0bdb.wxs.aliquot_ensemble_raw.maf.gz	75783aea7589a58c83be718ac3d14ab8	213967	released
1d3a94db-78c6-412a-84da-19bef146bbd5	f099efdd-6021-4afd-9748-733e5056c0a4.wxs.aliquot_ensemble_raw.maf.gz	325ed63f4e39986707a39f3042cea801	143820	released
45a9cb7a-8516-4b6b-a4f6-6532a89e58c2	55899746-38e3-4a9c-87c2-dac4de6b693e.wxs.aliquot_ensemble_raw.maf.gz	ad840a4a76cf5fb9a0ecf78a2a07cf1a	476296	released
6e89ae1d-1a69-4dca-8ce2-e334321b4263	67691429-74f6-40fb-9c68-f408138b1dad.wxs.aliquot_ensemble_raw.maf.gz	3faccaad2e0dc9e7fa8b562095fa03ca	167052	released
3e2ecabe-d225-473b-9dd2-c259e841f8ab	6b7a0b2a-d183-4ea9-a938-3542e279457e.wxs.aliquot_ensemble_raw.maf.gz	865b9d699283168a3d073fd89c5965bc	125887	released
4cb41286-0912-445e-8d91-5bf909c3ace2	dcc71d2d-9707-4234-a3e7-49b9cf977250.wxs.aliquot_ensemble_raw.maf.gz	c846e9d60d173bfbcd1bb92f39aaa57f	156780	released
1e360c40-36d8-4206-9cf1-2793de81fdd2	150f8a17-f186-4f5f-8368-824ff22f2ebd.wxs.aliquot_ensemble_raw.maf.gz	76979649cfadd2e92b0ade9338445a2c	190483	released
f81b5604-c0cc-44f0-be48-60a59f63b1ac	98fb39e9-baa9-45eb-9024-8066f648fa65.wxs.aliquot_ensemble_raw.maf.gz	437a8fdd474af0f686bb264fff3a3986	152177	released
d7d2f1a7-53a5-474e-b44c-6835c023aa35	2b2866bb-5427-439d-b155-37542e596c48.wxs.aliquot_ensemble_raw.maf.gz	077f64012b61a36f7ff2752691feeda0	309396	released
82ad0e3a-583c-4f52-b79b-7dd53f403e74	6c850269-c292-4b95-a22a-3e6cb8e54b18.wxs.aliquot_ensemble_raw.maf.gz	f06857c5bd896e755a35b87cdb336741	112787	released
f9a29e13-83bf-46a4-8e03-3668fdd946d6	b0f91091-0153-488d-85b7-4544a0e22c1f.wxs.aliquot_ensemble_raw.maf.gz	272136b0a7ea5c8feb11ac1ca5c3e25f	128313	released
c792e682-cf00-4fc6-b83c-91ce26b1deb3	ae8bbb73-9bc2-4347-a7f5-8e57de1668ef.wxs.aliquot_ensemble_raw.maf.gz	b793e36388d577d951e154fd09bca6c1	141235	released
616487e9-53ba-4c49-b175-564d68bb4e37	5fe6f1f9-2825-47e1-84cd-6e45a6b34d9c.wxs.aliquot_ensemble_raw.maf.gz	c3296380c023a3cba7fc6dede9c22ca0	95560	released
4d7f1d8b-63c1-42d2-a6ca-3c755b8e5911	17aa2bf6-e83b-4a21-895b-af624c4da749.wxs.aliquot_ensemble_raw.maf.gz	1c87ebea82eba809436a06f308fc8431	245938	released
9b8f734b-4932-4c8a-993b-2430638c4e81	959dd170-dc8a-4167-894b-a6ab117f8d9d.wxs.aliquot_ensemble_raw.maf.gz	7b0c1784d0226d0d1bda5824b02b46b7	375158	released
d50b788f-39b8-404f-a812-927045c911ca	f6aba9b1-3310-4e09-b3c4-4b336740596b.wxs.aliquot_ensemble_raw.maf.gz	e2090d59ecc2091285fcee6dc9dd8dff	209730	released
